time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
89.010247,-0.1747,0.0361,0.0832,0.197
89.01584,-0.1125,0.0309,0.1063,0.158
89.022407,-0.084,-0.221,-0.0277,0.238
89.024299,0.016,-0.0673,-0.1465,0.162
89.028738,0.1108,0.0851,-0.0126,0.14
89.033699,0.0621,0.2695,0.1966,0.339
89.03823,-0.0247,0.0014,0.2285,0.23
89.043113,-0.0113,-0.0415,0.037,0.057
89.047849,0.1737,-0.1551,-0.0962,0.252
89.053986,0.1537,0.0314,-0.1191,0.197
89.057927,-0.0275,0.2162,0.0055,0.218
89.062145,-0.1033,0.0863,0.1198,0.18
89.067064,-0.0271,0.0048,0.1381,0.141
89.071669,0.049,-0.3416,-0.0432,0.348
89.076624,0.0157,-0.1774,-0.2373,0.297
89.081312,-0.0078,0.0661,-0.1309,0.147
89.086635,-0.1221,0.1937,0.0457,0.233
89.090453,-0.0699,0.0448,0.1923,0.209
89.096418,0.0532,-0.0316,0.0956,0.114
89.100182,0.1714,-0.1452,0.0047,0.225
89.105137,0.2086,0.0317,-0.0329,0.214
89.109254,0.0601,0.2118,0.0534,0.227
89.115498,-0.1163,-0.0415,0.0914,0.154
89.121626,-0.1349,-0.0365,-0.0705,0.157
89.123991,0.0703,-0.2213,-0.1841,0.296
89.12852,0.1321,0.0606,-0.178,0.23
89.133063,0.032,0.2785,-0.0105,0.281
89.13795,-0.068,0.1955,0.2223,0.304
89.142806,-0.1059,-0.0767,0.2065,0.244
89.147536,0.0419,-0.0571,0.0009,0.071
89.153284,0.0755,-0.1894,-0.1318,0.243
89.156775,0.0376,0.0923,-0.1161,0.153
89.161729,-0.0956,0.0345,0.0228,0.104
89.166451,-0.162,-0.0085,0.051,0.17
89.171095,-0.1662,-0.1177,-0.0684,0.215
89.176313,0.063,-0.1737,-0.1775,0.256
89.18087,0.1436,0.0319,-0.0339,0.151
89.186293,0.0762,0.193,0.0518,0.214
89.190406,-0.0814,0.1439,0.1702,0.237
89.195948,-0.0434,-0.0282,0.0929,0.106
89.199458,0.1895,-0.0992,-0.0314,0.216
89.206271,0.1506,-0.0508,-0.1403,0.212
89.209301,0.098,0.187,-0.0062,0.211
89.213383,-0.007,0.0573,0.1508,0.161
89.219762,0.0213,0.0948,0.1688,0.195
89.223319,-0.0406,-0.3094,-0.0461,0.315
89.227925,-0.0824,-0.2213,-0.2215,0.324
89.232469,-0.1,-0.0201,-0.1533,0.184
89.237648,-0.2464,0.2126,-0.0051,0.325
89.242412,-0.193,0.0494,0.1847,0.272
89.246944,-0.0689,-0.0366,0.1784,0.195
89.251498,0.1071,-0.079,0.0252,0.135
89.256716,0.173,-0.0071,-0.022,0.175
89.26126,0.0768,0.1923,0.069,0.218
89.266021,-0.0856,0.0435,0.1165,0.151
89.270604,-0.0478,0.0194,0.0115,0.053
89.276272,0.0709,-0.3653,-0.1358,0.396
89.280023,0.1513,0.0934,-0.2108,0.276
89.285209,0.0318,0.1212,-0.0811,0.149
89.289852,0.0267,0.3195,0.1853,0.37
89.295402,-0.1259,-0.0534,0.2125,0.253
89.299088,-0.0256,-0.11,-0.0312,0.117
89.305356,0.051,-0.3083,-0.1779,0.36
89.308436,0.1321,0.017,-0.1952,0.236
89.313338,-0.073,0.1403,0.0058,0.158
89.318145,-0.2062,0.0156,0.1006,0.23
89.322825,-0.1582,0.0201,0.0424,0.165
89.327422,0.194,-0.2079,-0.0106,0.285
89.332292,0.3162,0.0122,-0.0345,0.318
89.337065,0.1097,0.2067,0.0561,0.241
89.342109,-0.0434,0.1385,0.2316,0.273
89.346426,-0.0865,-0.0193,0.1542,0.178
89.351038,0.0468,-0.2518,-0.089,0.271
89.35648,0.0279,-0.0645,-0.2639,0.273
89.36101,0.0474,0.2208,-0.086,0.242
89.365308,0.0187,0.2143,0.1381,0.256
89.371152,-0.0816,0.0796,0.18,0.213
89.376077,-0.1144,-0.2486,-0.0255,0.275
89.379612,0.0388,-0.218,-0.2248,0.316
89.384121,0.0249,-0.0358,-0.1612,0.167
89.389042,-0.1747,0.2113,-0.0128,0.274
89.393727,-0.2073,0.0244,0.1674,0.268
89.398681,-0.0786,0.062,0.1088,0.148
89.405163,0.1211,-0.1141,0.0128,0.167
89.408719,0.2061,-0.0514,-0.0394,0.216
89.412456,0.053,0.1294,0.0374,0.145
89.417782,-0.1564,-0.0141,0.047,0.164
89.422155,-0.0465,0.0761,-0.0006,0.089
89.42712,0.0579,-0.2425,-0.1481,0.29
89.431483,0.1813,-0.0269,-0.2091,0.278
89.436866,0.152,0.1775,-0.0417,0.237
89.441423,0.0134,0.2093,0.1958,0.287
89.445761,-0.1104,0.0604,0.2417,0.272
89.450495,-0.0196,-0.1632,0.0165,0.165
89.456681,0.0664,-0.1713,-0.1118,0.215
89.459975,0.0619,-0.0749,-0.1725,0.198
89.464687,-0.1757,0.1821,0.0521,0.258
89.470273,-0.3363,-0.0141,0.1419,0.365
89.475683,-0.2398,0.0523,0.0979,0.264
89.478936,0.0606,-0.2567,-0.0408,0.267
89.48392,0.2358,0.016,-0.0596,0.244
89.488813,0.1532,0.2674,0.0551,0.313
89.493097,-0.0003,0.1228,0.3212,0.344
89.498067,-0.0057,-0.0017,0.2245,0.225
89.506463,0.0888,-0.2201,-0.0615,0.245
89.508268,0.1169,-0.0426,-0.2838,0.31
89.512825,0.131,0.1287,-0.1767,0.255
89.516541,0.0164,0.1846,0.0339,0.188
89.521855,-0.0551,0.0454,0.1525,0.168
89.526347,-0.164,-0.216,-0.0243,0.272
89.531135,-0.0388,-0.3138,-0.2378,0.396
89.537076,0.0192,-0.0975,-0.2645,0.283
89.540732,-0.0899,0.2118,-0.106,0.253
89.545566,-0.161,0.0533,0.1411,0.221
89.550001,-0.0183,0.1002,0.1867,0.213
89.555858,0.1763,-0.1095,0.0612,0.216
89.559787,0.2609,0.0007,0.013,0.261
89.564421,0.1171,0.1621,0.0653,0.21
89.569817,-0.1878,0.0611,0.1552,0.251
89.573636,-0.1441,-0.0534,0.0829,0.175
89.578766,0.0086,-0.2333,-0.1553,0.28
89.583195,0.0658,-0.0083,-0.2304,0.24
89.588621,0.0944,0.1627,-0.0151,0.189
89.592778,0.0608,0.2563,0.213,0.339
89.597311,-0.1157,0.0216,0.2638,0.289
89.602426,-0.0107,-0.1258,0.0435,0.134
89.607114,0.156,-0.1863,-0.156,0.289
89.611381,0.1652,-0.0233,-0.1973,0.258
89.616642,-0.1252,0.1763,0.0228,0.217
89.62103,-0.3287,-0.0673,0.1223,0.357
89.626319,-0.2322,0.0138,0.0687,0.243
89.630411,0.0873,-0.2759,-0.1081,0.309
89.636913,0.2435,0.0492,-0.1313,0.281
89.640338,0.0805,0.1485,0.0454,0.175
89.644742,-0.0293,0.1852,0.278,0.335
89.649671,-0.0912,-0.0394,0.224,0.245
89.655681,0.0281,-0.1862,-0.0956,0.211
89.658907,0.1139,-0.0565,-0.2752,0.303
89.663791,0.1709,0.1482,-0.1163,0.254
89.669467,0.061,0.185,0.1364,0.238
89.673204,-0.082,0.0553,0.2067,0.229
89.67801,-0.1716,-0.1967,0.0058,0.261
89.682903,-0.0368,-0.3326,-0.1937,0.387
89.687588,-0.0309,-0.0545,-0.2397,0.248
89.69221,-0.1348,0.1928,-0.0907,0.252
89.696733,-0.2244,0.0819,0.209,0.317
89.702631,-0.1144,0.0432,0.1881,0.224
89.70666,0.0999,-0.1138,-0.013,0.152
89.71104,0.2182,-0.0844,-0.1031,0.256
89.716656,0.0935,0.1917,0.0024,0.213
89.720691,-0.1542,0.0762,0.1546,0.231
89.725459,-0.1014,-0.0005,0.1298,0.165
89.730335,-0.0109,-0.3043,-0.0754,0.314
89.736625,0.1223,-0.0217,-0.2318,0.263
89.739724,0.0411,0.1779,-0.0735,0.197
89.7445,-0.016,0.2713,0.1788,0.325
89.748807,-0.1208,0.027,0.2583,0.286
89.753979,-0.068,-0.1442,0.0475,0.166
89.758932,0.1274,-0.2426,-0.1093,0.295
89.763212,0.1651,-0.0649,-0.1888,0.259
89.767936,-0.0828,0.1398,-0.0113,0.163
89.772999,-0.2632,0.0199,0.1075,0.285
89.777877,-0.1341,0.0338,0.0541,0.148
89.782264,0.1796,-0.2513,-0.0562,0.314
89.787513,0.3445,0.0118,-0.0656,0.351
89.791674,0.1808,0.2633,0.0441,0.322
89.796672,-0.1055,0.1994,0.2958,0.372
89.800967,-0.1621,-0.0586,0.2132,0.274
89.806488,-0.0851,-0.2384,-0.1728,0.306
89.812168,0.0253,-0.0845,-0.3661,0.377
89.816529,0.135,0.1773,-0.1401,0.263
89.820019,0.0109,0.2233,0.1412,0.264
89.824802,-0.0798,0.0031,0.2447,0.257
89.829359,-0.1556,-0.1631,0.0529,0.232
89.836023,0.0261,-0.2946,-0.1471,0.33
89.839441,0.055,-0.0168,-0.2172,0.225
89.843739,-0.1163,0.1826,-0.0587,0.224
89.848368,-0.2302,0.1003,0.1838,0.311
89.854124,-0.1584,-0.0003,0.149,0.218
89.858551,0.1033,-0.119,-0.0754,0.175
89.862768,0.2214,-0.0706,-0.1696,0.288
89.867666,0.1679,0.1816,-0.0397,0.25
89.872225,-0.0851,0.033,0.1414,0.168
89.876973,-0.0376,-0.0006,0.1167,0.123
89.881774,0.0336,-0.3376,-0.1265,0.362
89.887394,0.1858,0.0165,-0.2683,0.327
89.891061,0.1139,0.192,-0.0385,0.227
89.896354,0.0469,0.3186,0.2228,0.392
89.90077,-0.0866,0.0454,0.3447,0.358
89.906018,-0.0768,-0.1685,0.0622,0.195
89.909985,0.0334,-0.3237,-0.1659,0.365
89.915902,0.0957,-0.0978,-0.3068,0.336
89.919624,-0.1372,0.1498,-0.0715,0.215
89.924347,-0.3551,0.0203,0.1189,0.375
89.928929,-0.1254,0.0533,0.1128,0.177
89.933796,0.1788,-0.213,-0.0167,0.279
89.938583,0.3295,0.0213,-0.0501,0.334
89.943338,0.1564,0.2965,0.0406,0.338
89.947985,-0.0302,0.2275,0.335,0.406
89.952994,-0.1492,-0.0307,0.2285,0.275
89.957585,-0.0201,-0.2203,-0.1432,0.264
89.962417,0.0231,-0.1188,-0.3413,0.362
89.966968,0.0902,0.1623,-0.1439,0.235
89.971723,-0.0147,0.2037,0.1612,0.26
89.976731,-0.1621,0.0833,0.2503,0.31
89.981156,-0.1519,-0.2259,0.0918,0.287
89.986682,0.044,-0.2383,-0.151,0.286
89.99066,0.0585,-0.1223,-0.1782,0.224
89.996251,-0.051,0.2442,-0.0532,0.255
90.000203,-0.1607,0.0522,0.1894,0.254
90.004924,-0.0799,0.0041,0.1735,0.191
90.009793,0.1528,-0.1099,-0.0464,0.194
90.015448,0.2516,-0.0804,-0.1552,0.306
90.019755,0.1363,0.1861,-0.0302,0.233
90.023736,-0.0925,0.0849,0.0938,0.157
90.029795,-0.1112,-0.0392,0.1122,0.163
90.033138,-0.0013,-0.3427,-0.15,0.374
90.038041,0.1463,0.0446,-0.2869,0.325
90.042827,0.108,0.1678,-0.0048,0.2
90.047599,0.0505,0.4084,0.2563,0.485
90.052814,-0.1686,-0.0079,0.3542,0.392
90.05716,-0.0396,-0.0886,0.1001,0.139
90.062068,0.0463,-0.2966,-0.1522,0.337
90.066602,0.1321,-0.1137,-0.3027,0.349
90.07108,-0.163,0.1435,-0.134,0.255
90.076332,-0.3239,-0.0144,0.0805,0.334
90.080664,-0.2134,0.0235,0.0984,0.236
90.086397,0.1057,-0.2472,-0.0597,0.275
90.090236,0.3139,0.0016,-0.0928,0.327
90.095732,0.1645,0.2342,0.0553,0.291
90.099465,0.0113,0.2085,0.3068,0.371
90.104264,-0.0796,-0.0306,0.2527,0.267
90.108852,0.0395,-0.2724,-0.1004,0.293
90.113552,0.1299,-0.0944,-0.2896,0.331
90.118714,0.1298,0.082,-0.1592,0.221
90.123189,0.0106,0.2333,0.0793,0.247
90.127732,-0.1652,0.0557,0.2354,0.293
90.132336,-0.1785,-0.1488,0.0863,0.248
90.137388,-0.0295,-0.3232,-0.1661,0.365
90.141985,0.0428,-0.0926,-0.1979,0.223
90.146625,-0.09,0.1645,-0.1156,0.22
90.151299,-0.1849,0.1346,0.1986,0.303
90.156021,-0.0848,0.01,0.2015,0.219
90.161577,0.1764,-0.0661,0.0288,0.191
90.166293,0.2372,-0.0892,-0.0425,0.257
90.17077,0.1648,0.2106,0.0391,0.27
90.176511,-0.1165,0.0238,0.1676,0.205
90.17999,-0.1969,-0.0714,0.086,0.226
90.185191,-0.1055,-0.3509,-0.2042,0.419
90.18966,0.0666,0.008,-0.3405,0.347
90.195332,0.024,0.0887,-0.11,0.143
90.198943,0.0954,0.3823,0.1759,0.431
90.206245,-0.0813,0.0136,0.2981,0.309
90.208536,0.0188,-0.1336,0.0823,0.158
90.213065,0.1377,-0.2891,-0.1319,0.346
90.219507,0.1707,-0.0825,-0.2306,0.298
90.222709,-0.1387,0.1223,-0.0578,0.194
90.227376,-0.347,-0.0069,0.1085,0.364
90.232022,-0.2599,-0.0497,0.0739,0.275
90.236509,0.0501,-0.1965,-0.0793,0.218
90.241881,0.2445,0.0092,-0.0935,0.262
90.246458,0.1574,0.3034,0.0782,0.351
90.251098,0.0137,0.206,0.3342,0.393
90.256277,-0.0914,-0.0378,0.2658,0.284
90.260577,0.0325,-0.2653,-0.0967,0.284
90.265436,0.1087,-0.097,-0.3285,0.359
90.270761,0.1847,0.1317,-0.1645,0.28
90.276127,0.0887,0.2304,0.1312,0.28
90.279794,-0.0785,0.0671,0.3154,0.332
90.284334,-0.1874,-0.1803,0.1279,0.29
90.289253,0.0043,-0.3259,-0.1246,0.349
90.293898,-0.0234,-0.0668,-0.2325,0.243
90.298716,-0.132,0.1663,-0.1212,0.245
90.306323,-0.2599,0.0557,0.0886,0.28
90.30838,-0.1307,-0.0351,0.1399,0.195
90.312549,0.1406,-0.0396,-0.0276,0.149
90.317397,0.2396,-0.0724,-0.0795,0.263
90.322223,0.1385,0.2272,0.0307,0.268
90.327047,-0.1285,0.026,0.1685,0.214
90.331553,-0.071,0.021,0.0868,0.114
90.33685,-0.0376,-0.3589,-0.1895,0.408
90.341069,0.1435,0.0238,-0.2928,0.327
90.346136,0.0293,0.0759,-0.0581,0.1
90.350455,-0.018,0.2842,0.1892,0.342
90.356521,-0.1557,0.0587,0.2781,0.324
90.36026,-0.0504,-0.0889,0.0671,0.122
90.364985,0.1308,-0.2305,-0.128,0.294
90.370422,0.1686,-0.0244,-0.1934,0.258
90.375831,-0.0935,0.0233,0.0124,0.097
90.379072,-0.2691,0.042,0.1165,0.296
90.383786,-0.1637,-0.0155,0.0913,0.188
90.388599,0.155,-0.1768,-0.005,0.235
90.393587,0.2726,0.0857,-0.0148,0.286
90.39802,0.1141,0.2559,0.1376,0.312
90.403134,-0.0198,0.2016,0.313,0.373
90.409333,-0.134,-0.0612,0.1832,0.235
90.412849,-0.0334,-0.2837,-0.2117,0.356
90.417193,0.0908,-0.044,-0.4044,0.417
90.421959,0.1146,0.1273,-0.1684,0.24
90.426429,0.076,0.2971,0.1274,0.332
90.430994,-0.053,0.0146,0.2691,0.275
90.436788,-0.1288,-0.1706,0.0392,0.217
90.44091,0.034,-0.3353,-0.1654,0.375
90.445285,0.0536,-0.0619,-0.2354,0.249
90.450111,-0.1364,0.1143,-0.1008,0.204
90.456139,-0.207,0.08,0.1418,0.263
90.459748,-0.211,-0.0441,0.1782,0.28
90.464273,0.0467,-0.0865,-0.0182,0.1
90.470813,0.1322,-0.0335,-0.1083,0.174
90.474024,0.0508,0.1851,0.0018,0.192
90.478459,-0.0921,0.0886,0.1396,0.189
90.483312,-0.0255,0.0214,0.1338,0.138
90.490052,0.0836,-0.3158,-0.0811,0.337
90.492506,0.1926,0.0618,-0.19,0.278
90.497837,0.0685,0.0662,0.0059,0.095
90.502708,0.0495,0.3741,0.1768,0.417
90.50709,-0.1693,-0.0419,0.2657,0.318
90.511429,-0.0874,-0.0985,0.0264,0.134
90.516313,0.0134,-0.3349,-0.1636,0.373
90.522105,0.0048,-0.014,-0.2427,0.243
90.525728,-0.2371,0.119,-0.0601,0.272
90.530535,-0.3452,0.004,0.0969,0.359
90.536397,-0.1967,0.0228,0.072,0.211
90.54022,0.179,-0.1958,-0.0526,0.27
90.544787,0.3626,0.0858,-0.0571,0.377
90.54942,0.1698,0.2322,0.1145,0.31
90.555559,0.0305,0.1923,0.3183,0.373
90.559097,-0.0748,-0.0372,0.212,0.228
90.563785,-0.0033,-0.241,-0.1929,0.309
90.569342,0.0304,-0.0633,-0.4051,0.411
90.573089,0.0358,0.0465,-0.1885,0.197
90.578072,-0.0116,0.2502,0.0835,0.264
90.583064,-0.1637,0.0677,0.23,0.29
90.587445,-0.1818,-0.0942,0.1095,0.232
90.592541,0.0429,-0.3118,-0.0909,0.328
90.596669,0.0668,-0.0433,-0.1375,0.159
90.602618,-0.0713,0.1231,-0.0604,0.155
90.606844,-0.1476,0.103,0.1489,0.234
90.611093,-0.124,-0.0783,0.1569,0.215
90.616193,0.1325,-0.0351,0.013,0.138
90.620773,0.2074,-0.0965,-0.0345,0.231
90.626004,0.1586,0.2034,0.0326,0.26
90.630047,-0.0896,0.0973,0.1516,0.201
90.636476,-0.0609,0.0489,0.0939,0.122
90.639487,-0.0228,-0.3644,-0.1582,0.398
90.6446,0.1487,-0.0338,-0.3184,0.353
90.649187,0.0865,0.1089,-0.1261,0.188
90.653752,0.0862,0.388,0.174,0.434
90.658892,-0.0238,0.0906,0.3344,0.347
90.663156,-0.0003,-0.1475,0.109,0.183
90.668143,0.0807,-0.3029,-0.1575,0.351
90.672753,0.043,-0.1436,-0.2986,0.334
90.677398,-0.1942,0.0949,-0.1442,0.26
90.682314,-0.364,0.0466,0.0228,0.368
90.687184,-0.215,-0.0251,0.0979,0.238
90.691504,0.0614,-0.2148,-0.0413,0.227
90.696363,0.1988,-0.0422,-0.0938,0.224
90.701141,0.1549,0.3332,0.0541,0.371
90.70636,0.0018,0.1928,0.3007,0.357
90.710627,-0.0177,0.0914,0.2323,0.25
90.716271,0.0201,-0.2938,-0.0685,0.302
90.720031,0.1486,-0.0635,-0.2817,0.325
90.725065,0.1341,0.0036,-0.1706,0.217
90.729951,0.0339,0.3691,0.1059,0.385
90.736322,-0.1516,-0.0089,0.2664,0.307
90.73926,-0.2077,-0.0184,0.1362,0.249
90.744012,0.0413,-0.4026,-0.069,0.411
90.748395,0.0419,-0.0764,-0.2391,0.254
90.754051,-0.0576,0.0904,-0.161,0.193
90.758229,-0.1906,0.1845,0.1156,0.289
90.762803,-0.1807,-0.0687,0.1523,0.246
90.767521,0.1619,0.0267,-0.0109,0.164
90.772085,0.2416,-0.1538,-0.0729,0.296
90.777183,0.1405,0.1845,0.0036,0.232
90.782111,-0.0647,0.107,0.1509,0.196
90.787369,-0.0503,-0.0173,0.1355,0.146
90.791253,-0.0693,-0.3067,-0.1127,0.334
90.795969,0.0884,-0.0336,-0.2404,0.258
90.800619,0.0412,0.0949,-0.0821,0.132
90.805587,0.0415,0.3315,0.1321,0.359
90.810305,-0.1392,0.0772,0.2689,0.312
90.815734,-0.0815,-0.118,0.1292,0.193
90.821847,0.076,-0.2784,-0.0996,0.305
90.824449,0.0952,-0.1573,-0.2364,0.3
90.828958,-0.1328,0.0671,-0.0493,0.157
90.83361,-0.3127,0.0854,0.1266,0.348
90.838773,-0.1406,-0.0151,0.1441,0.202
90.843659,0.116,-0.1954,-0.0047,0.227
90.848166,0.2291,-0.0656,-0.1141,0.264
90.854088,0.109,0.2909,0.0484,0.314
90.857752,0.0086,0.1794,0.2242,0.287
90.862231,-0.0583,0.0402,0.1899,0.203
90.866976,-0.0295,-0.2734,-0.1483,0.312
90.871768,0.1468,-0.1429,-0.3608,0.415
90.876341,0.1464,0.0245,-0.2061,0.254
90.881158,0.0841,0.4277,0.0803,0.443
90.886793,-0.0923,0.0208,0.3218,0.335
90.890575,-0.1108,0.0253,0.2198,0.247
90.896462,0.028,-0.4495,-0.0523,0.453
90.900235,0.0856,-0.0612,-0.2319,0.255
90.90489,-0.1045,0.077,-0.1965,0.236
90.909777,-0.2798,0.1522,0.0709,0.326
90.915556,-0.3024,-0.0722,0.0843,0.322
90.922543,0.0458,0.0042,-0.0876,0.099
90.924774,0.1927,-0.1904,-0.1061,0.291
90.928574,0.1822,0.1957,-0.015,0.268
90.933225,-0.0328,0.0944,0.0945,0.138
90.938092,0.024,0.0414,0.0938,0.105
90.942928,0.0044,-0.3387,-0.1114,0.357
90.947606,0.1757,-0.0084,-0.2725,0.324
90.953045,0.1278,0.0583,-0.1094,0.178
90.956749,0.0802,0.3996,0.1286,0.427
90.961977,-0.1813,0.0546,0.2654,0.326
90.966462,-0.1468,-0.1025,0.0591,0.189
90.970944,-0.0219,-0.3105,-0.1693,0.354
90.976403,0.041,-0.0894,-0.3153,0.33
90.980798,-0.1723,0.1154,-0.1373,0.249
90.985872,-0.3329,0.0717,0.1056,0.356
90.99065,-0.1368,-0.0097,0.1658,0.215
90.995926,0.1767,-0.2091,0.0307,0.275
90.999642,0.3036,-0.0222,-0.0794,0.315
91.006705,0.1308,0.3007,0.0778,0.337
91.017218,-0.0315,0.1748,0.3243,0.37
91.017646,-0.1171,0.0167,0.2414,0.269
91.021126,-0.0831,-0.2967,-0.1449,0.34
91.023274,0.0842,-0.1233,-0.3434,0.374
91.028236,0.1603,0.0582,-0.2178,0.277
91.032472,0.0553,0.333,0.0827,0.348
91.037383,-0.1493,0.055,0.3334,0.369
91.042304,-0.1769,0.0023,0.25,0.306
91.046919,0.0289,-0.3726,-0.0369,0.376
91.051555,0.0485,-0.0087,-0.1884,0.195
91.056642,-0.1222,0.1195,-0.1108,0.204
91.061016,-0.2689,0.1517,0.1654,0.35
91.066157,-0.3249,-0.0728,0.1544,0.367
91.071203,0.0139,-0.0628,-0.0608,0.088
91.076157,0.1657,-0.1714,-0.1745,0.295
91.080609,0.1932,0.2335,-0.0447,0.306
91.085138,-0.0126,0.1461,0.141,0.203
91.089764,0.0248,0.0451,0.197,0.204
91.095423,0.0764,-0.3444,-0.0753,0.361
91.099256,0.2519,-0.0093,-0.2555,0.359
91.106736,0.1892,0.0953,-0.1256,0.246
91.108477,0.0792,0.4221,0.1601,0.458
91.113162,-0.1397,0.0674,0.3251,0.36
91.117971,-0.1294,-0.0756,0.0994,0.18
91.122828,-0.0235,-0.3834,-0.1815,0.425
91.127594,0.0487,-0.0527,-0.3272,0.335
91.132152,-0.1744,0.0902,-0.0731,0.209
91.137108,-0.4016,-0.0008,0.1409,0.426
91.142499,-0.2339,-0.0485,0.1202,0.267
91.146644,0.1656,-0.2048,-0.0192,0.264
91.151222,0.3633,0.0626,-0.0671,0.375
91.156369,0.2085,0.3184,0.1091,0.396
91.160596,-0.0024,0.1923,0.3364,0.388
91.165439,-0.1267,-0.0657,0.2346,0.275
91.17069,-0.0314,-0.3547,-0.1896,0.403
91.17622,0.0448,-0.1002,-0.4496,0.463
91.179688,0.14,0.0952,-0.2612,0.311
91.184487,0.0964,0.327,0.1205,0.362
91.189209,-0.0947,0.03,0.3524,0.366
91.194018,-0.1326,-0.1174,0.1456,0.229
91.198449,0.0918,-0.3347,-0.1403,0.374
91.206391,0.1393,0.0288,-0.2671,0.303
91.208702,-0.0513,0.1378,-0.1177,0.188
91.212659,-0.2036,0.0369,0.149,0.255
91.217564,-0.2081,-0.125,0.1473,0.284
91.222198,0.0919,-0.0718,-0.106,0.158
91.227062,0.21,-0.0997,-0.1767,0.292
91.231692,0.1706,0.2714,0.0383,0.323
91.236916,-0.1015,0.0603,0.2329,0.261
91.24136,-0.0824,-0.0162,0.1982,0.215
91.246028,0.0983,-0.3815,-0.1405,0.418
91.25068,0.2642,0.1248,-0.2868,0.409
91.256542,0.1491,0.1476,-0.0425,0.214
91.260209,0.0867,0.3932,0.2333,0.465
91.2648,-0.1705,-0.0183,0.3408,0.382
91.271032,-0.103,-0.1131,0.0486,0.161
91.275783,-0.0735,-0.3541,-0.175,0.402
91.279114,0.1367,-0.0094,-0.3018,0.331
91.283942,-0.0445,0.0999,-0.0903,0.142
91.288739,-0.3488,0.0277,0.1858,0.396
91.293402,-0.2335,0.0083,0.1222,0.264
91.298294,0.1331,-0.2386,-0.0645,0.281
91.305864,0.398,0.0766,-0.1213,0.423
91.307804,0.286,0.2184,0.0791,0.368
91.311921,0.0272,0.264,0.3448,0.435
91.316811,-0.1065,-0.1321,0.2381,0.292
91.322115,0.0366,-0.2592,-0.1673,0.311
91.326626,0.075,-0.1288,-0.3655,0.395
91.331147,0.085,0.309,-0.2013,0.378
91.336725,-0.0385,0.2068,0.1706,0.271
91.340721,-0.0574,0.0912,0.3072,0.326
91.345588,-0.1474,-0.2845,0.1009,0.336
91.35026,-0.0366,-0.2726,-0.1846,0.331
91.356081,0.0786,0.0573,-0.2018,0.224
91.359775,-0.1164,0.1138,-0.0338,0.166
91.364452,-0.197,0.0273,0.1943,0.278
91.369465,-0.1776,-0.087,0.1213,0.232
91.373922,0.0796,-0.148,-0.1413,0.22
91.378599,0.2218,-0.0281,-0.1642,0.277
91.383283,0.1636,0.2522,0.0082,0.301
91.388243,-0.0894,0.065,0.2459,0.27
91.392824,-0.1178,-0.0827,0.1208,0.188
91.397405,0.0682,-0.3858,-0.1937,0.437
91.406327,0.2488,0.0636,-0.3303,0.418
91.407316,0.1528,0.3005,-0.0383,0.339
91.411338,0.0193,0.3408,0.28,0.441
91.416245,-0.1282,-0.0085,0.3588,0.381
91.421195,-0.094,-0.1508,0.0285,0.18
91.426157,-0.0309,-0.3346,-0.2138,0.398
91.430441,0.0938,0.0575,-0.269,0.291
91.436971,-0.1867,0.1045,-0.0245,0.215
91.440313,-0.3381,-0.0626,0.2083,0.402
91.44493,-0.2465,-0.0812,0.0878,0.274
91.449623,0.0444,-0.204,-0.1269,0.244
91.455567,0.3148,0.1964,-0.1402,0.397
91.459374,0.2555,0.3276,0.1176,0.432
91.463762,0.0251,0.1493,0.3214,0.355
91.468413,-0.0519,-0.1795,0.1912,0.267
91.473362,0.0765,-0.3014,-0.2327,0.388
91.478155,0.0481,-0.1375,-0.4068,0.432
91.483116,0.0534,0.3431,-0.1712,0.387
91.4879,-0.0984,0.141,0.1814,0.25
91.492604,-0.0933,0.0923,0.2751,0.305
91.497285,-0.0167,-0.3214,0.0593,0.327
91.506635,0.0316,-0.3091,-0.2354,0.39
91.507308,0.0514,0.1112,-0.2096,0.243
91.511255,-0.2574,0.1387,0.039,0.295
91.515975,-0.2754,0.0093,0.2094,0.346
91.52072,-0.0751,0.0138,0.141,0.16
91.525551,0.0817,-0.1809,-0.0313,0.201
91.530103,0.2238,0.039,-0.1258,0.26
91.537227,0.1463,0.1716,0.0229,0.227
91.539397,-0.0498,0.0325,0.1942,0.203
91.544363,-0.1546,-0.1245,0.0222,0.2
91.549148,0.1028,-0.2706,-0.2297,0.37
91.554074,0.3354,0.0687,-0.2566,0.428
91.55889,0.2246,0.3957,0.0162,0.455
91.563498,-0.0521,0.2833,0.3631,0.463
91.568097,-0.1609,-0.1035,0.2799,0.339
91.572862,-0.0741,-0.1595,-0.0686,0.189
91.57778,-0.1013,-0.2578,-0.2815,0.395
91.582371,-0.0426,0.1004,-0.2269,0.252
91.587059,-0.2606,0.0521,0.0313,0.268
91.591755,-0.2406,-0.0386,0.1639,0.294
91.596192,-0.1591,-0.1381,-0.0229,0.212
91.601175,0.0697,-0.1702,-0.1562,0.241
91.60644,0.2594,0.2868,-0.0792,0.395
91.610386,0.1532,0.256,0.2065,0.363
91.61618,0.0092,0.1305,0.3336,0.358
91.620104,-0.0865,-0.1887,0.094,0.228
91.624805,0.0612,-0.2773,-0.2534,0.381
91.629745,0.0755,-0.1136,-0.3609,0.386
